ID,Name,Name_nospace,Description,Ontological Scope,CRM Path,Expected Value Type,Field_Turtle,Category,Authors,Users,Funders
fie_143_Creator,Creator,Creator,This field is used to record the creator of the documented digital object.,D1 Digital Object,"--> L11i --> D7[66_1] --> P01 --> PC14[143_1] --> P02 --> E39[143_2]<br><br> --> L11i --> D7[66_1] --> P2 --> E55 ""Creation""[66_3]",Reference Model,"crmdig:L11i_was_output_of <https://example.org/event/fie_66_1> .
<https://example.org/event/fie_66_1> a crmdig:D7_Digital_Machine_Event;
crm:P2_has_type <https://example.org/type/fie_66_3> ;
crm:P01i_is_domain_of <https://example.org/property/fie_143_1> .
<https://example.org/type/fie_66_3> a crm:E55_Type ;
rdfs:label ""Creation"" .
<https://example.org/property/fie_143_1> a crm:PC14_carried_out_by;
crm:P02_has_range <https://example.org/actor/fie_143_2> .
<https://example.org/actor/fie_143_2> a crm:E39_Actor .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_144_Last Modifier,Last Modifier,Last_Modifier,This field is used to record a modifier of the documented digital object.,D1 Digital Object,"--> L11i --> D7[68_1] --> P01 --> PC14[144_1] --> P02 --> E39[144_2] <br><br> --> L11i --> D7[66_1] --> P2 --> E55 ""Modification""[68_3]",Reference Model,"crmdig:L11i_was_output_of <https://example.org/event/fie_68_1> .
<https://example.org/event/fie_68_1> a crmdig:D7_Digital_Machine_Event;
crm:P01i_is_domain_of <https://example.org/property/fie_144_1> ;
crm:P2_has_type <https://example.org/type/fie_68_3> .
<https://example.org/type/fie_68_3> a crm:E55_Type;
rdfs:label ""Modification"" .
<https://example.org/property/fie_144_1> a crm:PC14_carried_out_by;
crm:P02_has_range <https://example.org/actor/fie_144_2> .
<https://example.org/actor/fie_144_2> a crm:E39_Actor .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_145_National Affiliation,National Affiliation,National_Affiliation,"This field is used to record the association of the documented actor to a national body, usually indicating its legal or citizenship association.",E39 Actor,"--> P107i --> E74[145_1] --> P107i --> E74[145_2] <br><br> P2 --> E55[""National Group""]",Reference Model,"crm:P107i_is_current_or_former_member_of
<https://example.org/actor/fie_145_1> .
<https://example.org/actor/fie_145_1> a crm:E74_Group;
crm:P2_has_type <https://example.org/type/fie_145_2> .
<https://example.org/type/fie_145_2> a crm:E55_Type ;
rdfs:label ""Nationality"" .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_146_Cultural Affiliation,Cultural Affiliation,Cultural_Affiliation,This field is used to record cultural group to which the documented actor is affiliated. The larger group is meant as an actual existing cultural body of actors with their own identity.,E39 Actor,"--> P107i --> E74[146_1]<br><br> --> P107i --> E74[46_2] --> E55[""Cultural Group""]",Reference Model,"crm:P107i_is_current_or_former_member_of
<https://example.org/actor/fie_146_1> .
<https://example.org/actor/fie_146_1> a crm:E74_Group;
crm:P2_has_type <https://example.org/type/fie_146_2> .
<https://example.org/type/fie_146_2> a crm:E55_Type ;
rdfs:label ""Cultural Group"" .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_147_Founding Member,Founding Member,Founding_Member,This field is used to record founding members of the documented group.,E74 Group,--> P95i --> E66[147_1] --> P14 --> E39[147_2],Reference Model,"crm:P95i_was_formed_by <https://example.org/event/fie_147_1> .
<https://example.org/event/fie_147_1> a crm:E66_Formation;
crm:P01i_is_domain_of <https://example.org/property/fie_147_2> .
<https://example.org/property/fie_147_2> a crm:PC14_carried_out_by;
crm:P14.1_in_the_role_of <https://example.org/type/fie_147_3> ;
crm:P02_has_range <https://example.org/actor/fie_147_4> .
<https://example.org/type/fie_147_3> a crm:E55_Type;
rdfs:label ""Founding Member"" .
<https://example.org/actor/fie_147_4> a crm:E39_Actor .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_148_Member,Member,Member,This field is used to record a member of the documented group.,E74 Group,--> P02 --> PC144[148_1] --> P01 --> E85[148_2] --> P143 --> E21[148_3],Reference Model,"crm:P01i_is_domain_of <https://example.org/property/fie_148_1> .
<https://example.org/property/fie_148_1> a crm:PC144_joined_with;
crm:P02_has_range <https://example.org/event/fie_148_2> .
<https://example.org/event/fie_148_2> a crm:E85_Joining;
crm:P143_joined <https://example.org/actor/fie_148_3> .
<https://example.org/actor/fie_148_3> a crm:E21_Person .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_149_Member Role,Member Role,Member_Role,This field is used to record the type of role the member played in relation to the documented group.,E74 Group,"--> P02 --> PC144[148_1] --> P14.1 --> E55[""Position""][149_1]",Concept,"crm:P01i_is_domain_of <https://example.org/property/fie_148_1> .
<https://example.org/property/fie_148_1> a crm:PC144_joined_with;
crm:P14.1_in_the_role_of <https://example.org/type/fie_149_1> .
<https://example.org/type/fie_149_1> a crm:E55_Type ;
rdfs:label ""Position"" .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_150_Member Start Date - Earliest,Member Start Date - Earliest,Member_Start_Date_-_Earliest,This field is used to indicate the earliest possible date of becoming a member of the documented group by the referenced person.,E74 Group,--> P02 --> PC144[14] --> P01 --> E85[15] --> P4 --> E52[16] --> P82a --> xsd:dateTime,Date,"crm:P01i_is_domain_of <https://example.org/property/fie_148_1> .
<https://example.org/property/fie_148_1> a crm:PC144_joined_with;
crm:P02_has_range <https://example.org/event/fie_148_2> .
<https://example.org/event/fie_148_2> a crm:E85_Joining;
crm:P4_has_time-span <https://example.org/time_span/fie_150_1> .<https://example.org/time_span/fie_150_1> a crm:E52_Time-Span ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_151_Member Start Date - Latest,Member Start Date - Latest,Member_Start_Date_-_Latest,This field is used to indicate the latest possible date of becoming a member of the documented group by the referenced person.,E74 Group,--> P02 --> PC144[14] --> P01 --> E85[15] --> P4 --> E52[16] --> P82b --> xsd:dateTime,Date,"crm:P01i_is_domain_of <https://example.org/property/fie_148_1> .
<https://example.org/property/fie_148_1> a crm:PC144_joined_with;
crm:P02_has_range <https://example.org/event/fie_148_2> .
<https://example.org/event/fie_148_2> a crm:E85_Joining;
crm:P4_has_time-span <https://example.org/time_span/fie_150_1> .<https://example.org/time_span/fie_150_1> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_152_Member End Date - Earliest,Member End Date - Earliest,Member_End_Date_-_Earliest,This field is used to record the earliest possible date of ceasing to be a member of the documented group by the referenced person.,E74 Group,--> P146i --> E86[152_1] --> P145 --> E21[148_3]<br><br> --> P146i --> E86[152_1] --> P4 --> E52[152_2] --> P82a --> xsd:dateTime,Date,"crm:P146i_lost_member_by <https://example.org/event/fie_152_1> .
<https://example.org/event/fie_152_1> a crm:E86_Leaving ;
crm:P145_separated <https://example.org/actor/fie_148_3> ;
crm:P4_has_time-span <https://example.org/time_span/fie_152_2> .<https://example.org/time_span/fie_152_2> a crm:E52_Time-Span ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
<https://example.org/actor/fie_148_3> a crm:E21_Person .
",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_153_Member End Date - Latest,Member End Date - Latest,Member_End_Date_-_Latest,This field is used to record the latest possible date of ceasing to be a member of the documented group by the referenced person.,E74 Group,--> P146i --> E86[152_1] --> P145 --> E21[148_3]<br><br> --> P146i --> E86[152_1] --> P4 --> E52[152_2] --> P82b --> xsd:dateTime,Date,"crm:P146i_lost_member_by <https://example.org/event/fie_152_1> .
<https://example.org/event/fie_152_1> a crm:E86_Leaving;
crm:P145_separated <https://example.org/actor/fie_148_3> ;
crm:P4_has_time-span <https://example.org/time_span/fie_152_2> .<https://example.org/time_span/fie_152_2> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime .
<https://example.org/actor/fie_148_3> a crm:E21_Person .
",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_154_Father,Father,Father,This field is used to record the biological father of the documented person.,E21 Person,--> P98i --> E67[11] --> P97 --> E21[154_1],Reference Model,"crm:P98i_was_born
<https://example.org/event/fie_73_1> .
<https://example.org/event/fie_73_1> a 
crm:E67_Birth;
crm:P97_from_father <https://example.org/actor/fie_154_1> .
<https://example.org/actor/fie_154_1> a crm:E21_Person .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_155_Mother,Mother,Mother,This field is used to record the biological mother of the documented person.,E21 Person,--> P98i --> E67[73_1] --> P96 --> E21[155_1],Reference Model,"crm:P98i_was_born
<https://example.org/event/fie_73_1> .
<https://example.org/event/fie_73_1> a 
crm:E67_Birth;
crm:P97_by_motherr <https://example.org/actor/fie_155_1> .
<https://example.org/actor/fie_155_1> a crm:E21_Person .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_156_Relation,Relation,Relation,This field is used to record another person with whom the documented person has a social relation.,E21 Person,--> P01 --> SRPC3[156_1] --> P02 --> E21[156_1],Reference Model,"crm:P01_has_domain <https://example.org/social/fie_156_1> .
<https://example.org/social/fie_156_1> a sari:SRPC3_in_social_relation ;
crm:P02_has_range <https://example.org/actor/fie_156_1> .

<https://example.org/actor/fie_156_1> a crm:E21_Person .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_157_Relation Type,Relation Type,Relation_Type,This field is used to indicate the type of social relation holding between a referenced person and the documented person.,E21 Person,"--> P01 --> SRPC3[156_1] --> SRP3 --> E55 ""Social Relation Type""[157_1]",Concept,"crm:P01_has_domain <https://example.org/social/fie_156_1> .

<https://example.org/social/fie_156_1> a sari:SRPC3_in_social_relation ;
crm:P2_has_type <https://example.org/type/fie_157_1> .

<https://example.org/type/fie_157_1> a crm:E55_Type .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_158_Institutional Affiliation,Institutional Affiliation,Institutional_Affiliation,This field is used to record the membership of the documented person in an institution. The referenced entity should be an institution.,E21 Person,--> P143i --> E85[158_1] --> P01i --> PC144[158_2] --> P02 --> E74[158_3],Reference Model,"crm:P143i_was_joined_by
<https://example.org/event/fie_158_1> .
<https://example.org/event/fie_158_1> a 
crm:E85_Joining;
crm:P01i_is_domain_of <https://example.org/property/fie_158_2> .
<https://example.org/property/fie_158_2> a crm:PC144_joined_with ;
crm:P02_has_range <https://example.org/actor/fie_158_3> .
<https://example.org/actor/fie_158_3> a crm:E74_Group .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_159_Institutional Affiliation - Role,Institutional Affiliation - Role,Institutional_Affiliation_-_Role,This field is used to record the type of role of the documented person held in relation to the institution with which they held affiliation.,E21 Person,--> P143i --> E85[158_1] --> P01i --> PC144[158_2] --> P144.1 --> E55[159_1],Concept,"crm:P143i_was_joined_by
<https://example.org/event/fie_158_1> .
<https://example.org/event/fie_158_1> a 
crm:E85_Joining;
crm:P01i_is_domain_of <https://example.org/property/fie_158_2> .
<https://example.org/property/fie_158_2> a crm:PC144_joined_with;
crm:P144_1_kind_of_member <https://example.org/type/fie_159_1> .
<https://example.org/type/fie_159_1> a crm:E55_Type;
rdfs:label ""Position"" .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_160_Institutional Affiliation Start Date - Earliest,Institutional Affiliation Start Date - Earliest,Institutional_Affiliation_Start_Date_-_Earliest,This field is used to record the earliest possible date of becoming a member of the institution by the documented person.,E21 Person,--> P143i --> E85[158_1] --> P4 --> E52[160_1] --> P82a --> xsd:dateTime,Date,"crm:P143i_was_joined_by
<https://example.org/event/fie_158_1> .
<https://example.org/event/fie_158_1> a 
crm:E85_Joining;
crm:P4_has_time-span <https://example.org/time_span/fie_160_1> .<https://example.org/time_span/fie_160_1> a crm:E52_Time-Span ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_161_Institutional Affiliation Start Date - Latest,Institutional Affiliation Start Date - Latest,Institutional_Affiliation_Start_Date_-_Latest,This field is used to record the latest possible date of becoming a member of the institution by the documented person.,E21 Person,--> P143 --> E85[158_1] --> P4 --> E52[160_1] --> P82b --> xsd:dateTime,Date,"crm:P143i_was_joined_by
<https://example.org/event/fie_158_1> .
<https://example.org/event/fie_158_1> a 
crm:E85_Joining;
crm:P4_has_time-span <https://example.org/time_span/fie_160_1> .<https://example.org/time_span/fie_160_1> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_162_Institutional Affiliation End Date - Earliest,Institutional Affiliation End Date - Earliest,Institutional_Affiliation_End_Date_-_Earliest,This field is used to indicate the earliest possible date of ceasing to be a member of the institution by the documented person.,E21 Person,P145i --> E86[162_1] --> P4 --> E52[162_2] --> P82a --> xsd:dateTime<br><br> --> P145i --> E86[162_1] --> P146 --> E74[158_3],Date,"crm:P145i_left_by
<https://example.org/event/fie_162_1> .
<https://example.org/event/fie_162_1> a 
crm:E86_Leaving;
crm:P146_separated_from <https://example.org/actor/fie_158_3> ;
crm:P4_has_time-span <https://example.org/time_span/fie_162_2> .<https://example.org/time_span/fie_162_2> a crm:E52_Time-Span ;
crm:P82a_begin_of_the_begin """"^^xsd:dateTime .
<https://example.org/actor/fie_158_3> a crm:E74_Group .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_163_Institutional Affiliation End Date - Latest,Institutional Affiliation End Date - Latest,Institutional_Affiliation_End_Date_-_Latest,This field is used to record the latest possible date of ceasing to be a member of the institution by the documented person.,E21 Person,P145i --> E86[162_1] --> P4 --> E52[162_2] --> P82b --> xsd:dateTime<br><br> --> P145i --> E86[162_1] --> P146 --> E74[158_3],Date,"crm:P145i_left_by
<https://example.org/event/fie_162_1> .
<https://example.org/event/fie_162_1> a 
crm:E86_Leaving;
crm:P146_separated_from <https://example.org/actor/fie_158_3> ;
crm:P4_has_time-span <https://example.org/time_span/fie_162_2> .<https://example.org/time_span/fie_162_2> a crm:E52_Time-Span ;
crm:P82b_end_of_the_end """"^^xsd:dateTime .
<https://example.org/actor/fie_158_3> a crm:E74_Group .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_164_Associate,Associate,Associate,"This field is used to record an individual to which the documented person has a relation of association in the sense of  having participated in some overall event together. It implies a loose relation of co-participation in common activities, without implying direct knowledge or interaction between the parties.",E21 Person,--> P11i --> E5[164_1] --> P11 --> E21[164_2],Reference Model,"crm:P11i_participated_in
<https://example.org/event/fie_164_1> .
<https://example.org/event/fie_164_1> a 
crm:E5_Event;
crm:P11_had_participant <https://example.org/actor/fie_164_2> .<https://example.org/actor/fie_164_2> a crm:E21_Person .",[CAT.9] Actor Relations,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_165_Publications,Publications,Publications,This field is used to record well known publications that an actor has authored.,E39 Actor,--> P14i --> E65[165_1] --> P94 --> E73[165_2],Reference Model,"crm:P14i_performed
<https://example.org/event/fie_165_1> .
<https://example.org/event/fie_165_1> a 
crm:E65_Creation;
crm:P94_has_created <https://example.org/physical_object/fie_165_2> .<https://example.org/physical_object/fie_165_2> a crm:E73_Information_Object .",[CAT.10] Works,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_166_Related Works,Related Works,Related_Works,This field is used to record works that the documented person was primarily responsible for as creator.,E39 Actor,--> P14i --> E12[166_1] --> P108 --> E22[166_2],Reference Model,"crm:P14i_performed
<https://example.org/event/fie_166_1> .
<https://example.org/event/fie_166_1> a 
crm:E12_Production;
crm:P108_has_produced <https://example.org/physical_object/fie_166_2> .<https://example.org/physical_object/fie_166_2> a crm:E22_Human-Made_Object .",[CAT.10] Works,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_167_Designation Status Number,Designation Status Number,Designation_Status_Number,This field is used to record the identifier assigned to the designation status attributed to the documented instance of physical object.,E18 Physical Thing,--> P41i --> E17[167_1] --> P141 --> E42[167_2],String,"crm:P41i_was_classified_by
<https://example.org/event/fie_167_1> .
<https://example.org/event/fie_167_1> a 
crm:E17_Type_Assignment;
crm:P141_assigned <https://example.org/name/fie_167_2> .<https://example.org/name/fie_167_2> a crm:E42_Identifier .",[CAT.11] Designation Status,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_168_Designation Status Attributor,Designation Status Attributor,Designation_Status_Attributor,This field is used to record the attributor of the designation status of the documented instance of physical object.,E18 Physical Thing,--> P41i --> E17[167_1] --> P14 --> E39[168_1],Reference Model,"crm:P41i_was_classified_by
<https://example.org/event/fie_167_1> .
<https://example.org/event/fie_167_1> a 
crm:E17_Type_Assignment;
crm:P14_carried_out_by <https://example.org/actor/fie_168_1> .<https://example.org/actor/fie_168_1> a crm:E39_Actor .",[CAT.11] Designation Status,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_169_Designation Status Type,Designation Status Type,Designation_Status_Type,This field is used to record the type of designation status which applies to the documented instance of physical object.,E18 Physical Thing,"--> P41i --> E17[167_1] --> P42 --> E55 ""Designation Status""[169_1]",Concept,"crm:P41i_was_classified_by
<https://example.org/event/fie_167_1> .
<https://example.org/event/fie_167_1> a 
crm:E17_Type_Assignment;
crm:P42_assigned <https://example.org/type/fie_169_1> .<https://example.org/type/fie_169_1> a crm:E55_Type ;
rdfs:label ""content"" .",[CAT.11] Designation Status,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_170_Designation Status Description,Designation Status Description,Designation_Status_Description,This field is used to record a description in free text of the designation status which holds over the documented instance of physical object.,E18 Physical Thing,--> P41i --> E17[167_1] --> P129i --> E73[170_1],Collection Model,"crm:P41i_was_classified_by
<https://example.org/event/fie_167_1> .
<https://example.org/event/fie_167_1> a 
crm:E17_Type_Assignment;
crm:P129i_is_subject_of <https://example.org/conceptual_object/fie_170_1> .<https://example.org/conceptual_object/fie_170_1> a crm:E73_Information_Object .",[CAT.11] Designation Status,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_171_Right Holder,Right Holder,Right_Holder,This field is used to record the right holder for the documented legal object.,E72 Legal Object,--> P104 --> E30[171_1] --> P105 --> E39[171_2],Reference Model,"crm:P104_is_subject_to
<https://example.org/conceptual_object/fie_171_1> .
<https://example.org/conceptual_object/fie_171_1> a 
crm:E30_Right;
crm:P105_right_held_by <https://example.org/actor/fie_171_2> .<https://example.org/actor/fie_171_2> a crm:E39_Actor .",[CAT.12] Rights,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_172_Right Type,Right Type,Right_Type,This field is used to record the type of right which the right holder holds over the documented legal object.,E72 Legal Object,--> P104 --> E30[171_1] --> P2 --> E55[172_1],Concept,"crm:P104_is_subject_to
<https://example.org/conceptual_object/fie_171_1> .
<https://example.org/conceptual_object/fie_171_1> a 
crm:E30_Right;
crm:P2_has_type <https://example.org/type/fie_172_1> .<https://example.org/type/fie_172_1> a crm:E55_Type .",[CAT.12] Rights,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_173_Right Description,Right Description,Right_Description,This field is used to record a description in free text of the right which the right holder holds over the documented legal object.,E72 Legal Object,--> P104 --> E30[171_1] --> P129i --> E73[173_1],Collection Model,"crm:P104_is_subject_to
<https://example.org/conceptual_object/fie_171_1> .
<https://example.org/conceptual_object/fie_171_1> a 
crm:E30_Right;
crm:P129i_is_subject_of <https://example.org/conceptual_object/fie_173_1> .<https://example.org/conceptual_object/fie_173_1> a crm:E73_Information_Object .",[CAT.12] Rights,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_174_Place Name,Place Name,Place_Name,This field is used to record the place at which the documented event occurred.,E4 Period,--> P7 --> E53[174_1] --> P1 --> E41[174_2],String,"crm:P7_took_place_at
<https://example.org/place/fie_174_1> .
<https://example.org/place/fie_174_1> a 
crm:E53_Place;
crm:P1_is_identified_by <https://example.org/name/fie_174_2> .<https://example.org/name/fie_174_2> a crm:E41_Appellation .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_175_Place Type,Place Type,Place_Type,This field is used to record the type of place at which the documented event occurred.,E4 Period,--> P7 --> E53[174_1] --> P2 --> E55[175_1],Concept,"crm:P7_took_place_at
<https://example.org/place/fie_174_1> .
<https://example.org/place/fie_174_1> a 
crm:E53_Place;
crm:P2_has_type <https://example.org/type/fie_175_1> .<https://example.org/type/fie_175_1> a crm:E55_Type .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_176_Place  coordinates,Place  coordinates,Place__coordinates,This field is used to record the coordinates of the place at which the documented event occurred.,E4 Period,--> P7 --> E53[174_1] --> P168 --> geo:wkt,GeoJson,"crm:P7_took_place_at
<https://example.org/place/fie_174_1> .
<https://example.org/place/fie_174_1> a 
crm:E53_Place;
crm:P168_place_is_defined_by """"^^geo:wkt .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_177_Location - Institution Address,Location - Institution Address,Location_-_Institution_Address,This field is used to record the address at which the documented instance of physical object is located.,E18 Physical Thing,"--> P53 --> E53[177_1] --> P1 --> E41[177_2]<br><br>P53 --> E53[177_1] --> P1 --> E41[177_2] --> P2 --> E55 ""Address""[177_3]",String,"crm:P53_has_former_or_current_location
<https://example.org/place/fie_177_1> .
<https://example.org/place/fie_177_1> a 
crm:E53_Place;
crm:P1_is_identified_by <https://example.org/name/fie_177_2> .<https://example.org/name/fie_177_2> a crm:E41_Appellation;
crm:P2_has_type <https://example.org/type/fie_177_3> .
<https://example.org/type/fie_177_3> a crm:E55_Type;
rdfs:label ""Address"" .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_178_Location - coordinates,Location - coordinates,Location_-_coordinates,This field is used to record the coordinates at which the documented instance of physical object is presently located.,E18 Physical Thing,--> P53 --> E53[177_1] --> P168 --> geo:wkt,GeoJson,"crm:P53_has_former_or_current_location
<https://example.org/place/fie_177_1> .
<https://example.org/place/fie_177_1> a 
crm:E53_Place;
crm:P168_place_is_defined_by """"^^geo:wkt .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_179_Location - Cadastral Reference,Location - Cadastral Reference,Location_-_Cadastral_Reference,This field is used to record a cadastral reference document for the location of the documented physical object.,E18 Physical Thing,--> P53 --> E53[177_1] --> P70i --> E31[179_1] --> P1 --> E42[179_2],String,"crm:P53_has_former_or_current_location
<https://example.org/place/fie_177_1> .
<https://example.org/place/fie_177_1> a 
crm:E53_Place;
crm:P70i_is_documented_in <https://example.org/conceptual_object/fie_179_1> .<https://example.org/conceptual_object/fie_179_1> a crm:E31_Document;
crm:P1_is_identified_by <https://example.org/name/fie_179_2> .
<https://example.org/name/fie_179_2> a crm:E42_Identifier .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_180_Locator,Locator,Locator,This field is used to record a locator identifier indicating a digital access point from which the digital object can be retrieved.,D1 Digital Object,--> P1 --> E42[180_1],String,"crm:P1_is_identified_by
<https://example.org/name/fie_180_1> .
<https://example.org/name/fie_180_1> a 
crm:E42_Identifier .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_181_Locator Type,Locator Type,Locator_Type,This field is used to record the kind of locator used to described the digital location of the documented digital object.,D1 Digital Object,--> P1 --> E42[180_1] --> P2 --> E55[180_2],Concept,"crm:P1_is_identified_by
<https://example.org/name/fie_180_1> .
<https://example.org/name/fie_180_1> a 
crm:E42_Identifier ;
crm:P2_has_type <https://example.org/type/fie_181_1> .
<https://example.org/type/fie_181_1> a crm:E55_Type .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_182_Stored on,Stored on,Stored_on,This field is used to record a physical storage mechanism on which the digital object can be found.,D1 Digital Object,--> L19i --> D13[182_1],Reference Model,"crmdig:L19i_is_stored_on
<https://example.org/physical_object/fie_182_1> .
<https://example.org/physical_object/fie_182_1> a 
crmdig:D13_Digital_Information_Carrier .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_183_Address,Address,Address,This field is used to record an address of the documented actor.,E39 Actor,--> P74 --> E53[183_1] --> P1 --> E41[183_2],String,"crm:P74_has_current_or_former_residence
<https://example.org/place/fie_183_1> .
<https://example.org/place/fie_183_1> a 
crm:E53_Place;
crm:P1_is_identified_by  <https://example.org/name/fie_183_2> .<https://example.org/name/fie_183_2> a crm:E41_Appellation;
rdfs:label ""content"" .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_184_Address Type,Address Type,Address_Type,This field is used to record the type of the address of the documented actor.,E39 Actor,--> P74 --> E53[183_1] --> P1 --> E41[183_2] --> P2 --> E55[184_1],Concept,"crm:P74_has_current_or_former_residence
<https://example.org/place/fie_183_1> .
<https://example.org/place/fie_183_1> a 
crm:E53_Place;
crm:P1_is_identified_by  <https://example.org/name/fie_183_2> .<https://example.org/name/fie_183_2> a crm:E41_Appellation;
rdfs:label ""content"";
crm:P2_has_type  <https://example.org/type/fie_184_1> .
<https://example.org/type/fie_184_1> a crm:E55_Type .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
fie_185_address Coordinates,address Coordinates,address_Coordinates,This field is used to record coordinates are meant to provide a geographic reference for the location of the documented actor in a reference space.,E39 Actor,--> P74 --> E53[183_1] --> P168 --> geo:wkt,GeoJson,"crm:P74_has_current_or_former_residence
<https://example.org/place/fie_183_1> .
<https://example.org/place/fie_183_1> a 
crm:E53_Place;
crm:P168_place_is_defined_by """"^^geo:wkt .",[CAT.13] Location,"George Bruseker,Nicola Carboni",Swiss Art Research Infrastructure,Swiss Art Research Infrastructure
